ga-client-id;2139195556.1568852504;www.pokemon.com;/;Thu Sep 19 21:21:46 BRT 2019;false
_gat_UA-80051205-2;1;.pokemon.com;/;Wed Sep 18 21:22:43 BRT 2019;false
django_language;en;www.pokemon.com;/;Thu Sep 17 21:21:42 BRT 2020;false
_ga;GA1.2.2139195556.1568852504;.pokemon.com;/;Fri Sep 17 21:21:43 BRT 2021;false
_gat_UA-625471-2;1;.pokemon.com;/;Wed Sep 18 21:22:43 BRT 2019;false
_gid;GA1.2.2108024752.1568852504;.pokemon.com;/;Thu Sep 19 21:21:43 BRT 2019;false
